transaction_id,user_id,amount,timestamp,merchant,transaction_type,location,device_info,is_fraud,hour,user_id_enc,merchant_enc,transaction_type_enc,location_enc,device_enc,avg_amount_per_user,txn_count_per_user,amount_dev,is_odd_hour,device_risk_score,avg_amount,txn_count,avg_hour,amount_deviation_score,hour_deviation_score
11,user_36,969.39,2026-09-10 12:51:21.153465,Amazon,request,Mumbai,Android,0,12,29,0,1,3,0,4483.898691588785,107,-3514.508691588785,0,0.1,4483.898691588785,107.0,12.121495327102805,3514.5086915887855,0.12149532710280475
12,user_34,754.87,2026-08-09 05:25:33.153465,Zomato,request,Chennai,iOS,0,5,27,5,1,1,2,4524.1720000000005,120,-3769.3020000000006,1,0.5,4524.1720000000005,120.0,12.133333333333333,3769.3020000000006,7.133333333333333
13,user_24,15978.98,2026-08-30 07:43:31.153465,Paytm,refund,Mumbai,iOS,0,7,16,2,0,3,2,20664.321171875,128,-4685.341171874999,0,0.5,20664.321171875,128.0,12.0234375,4685.341171874999,5.0234375
14,user_22,13439.03,2026-09-17 16:27:54.153465,Walmart,request,Bangalore,Android,0,16,14,4,1,0,0,18343.150086206897,116,-4904.120086206896,0,0.1,18343.150086206897,116.0,11.982758620689657,4904.120086206896,4.017241379310343
15,user_37,8997.87,2026-08-11 00:27:06.153465,Walmart,send,Chennai,iOS,0,0,30,4,2,1,2,15907.096030534352,131,-6909.226030534352,1,0.5,15907.096030534352,131.0,11.793893129770993,6909.226030534352,11.793893129770993
16,user_22,17642.15,2026-09-11 02:35:16.153465,Walmart,request,Bangalore,iOS,0,2,14,4,1,0,2,18343.150086206897,116,-701.0000862068955,1,0.5,18343.150086206897,116.0,11.982758620689657,701.0000862068955,9.982758620689657
17,user_43,9549.03,2026-09-14 04:04:27.153465,Walmart,refund,Mumbai,Web,0,4,37,4,0,3,1,15429.552764227645,123,-5880.522764227642,1,0.2,15429.552764227645,123.0,12.235772357723578,5880.522764227644,8.235772357723578
18,user_50,822.74,2026-09-13 17:14:39.153465,Flipkart,refund,Chennai,Android,0,17,45,1,0,1,0,4276.488269230769,104,-3453.748269230769,0,0.1,4276.488269230769,104.0,10.875,3453.7482692307694,6.125
19,user_18,3993.17,2026-08-06 20:53:18.153465,Zomato,refund,Bangalore,Web,0,20,9,5,0,0,1,4267.170924369748,119,-274.00092436974774,0,0.2,4267.170924369748,119.0,11.268907563025213,274.00092436974774,8.731092436974787
20,user_16,2326.83,2026-09-09 07:51:52.153465,Walmart,request,Mumbai,Android,0,7,7,4,1,3,0,3660.321525423729,118,-1333.491525423729,0,0.1,3660.321525423729,118.0,11.635593220338984,1333.491525423729,4.6355932203389845
21,user_12,16576.55,2026-08-15 15:56:07.153465,Paytm,request,Chennai,Web,0,15,3,2,1,1,1,52530.11026548673,113,-35953.560265486725,0,0.2,52530.11026548673,113.0,11.49557522123894,35953.560265486725,3.5044247787610594
22,user_4,3133.61,2026-09-03 05:24:54.153465,Swiggy,refund,Delhi,Web,0,5,33,3,0,2,1,4960.130344827586,116,-1826.5203448275856,1,0.2,4960.130344827586,116.0,12.836206896551724,1826.5203448275856,7.836206896551724
23,user_29,614.49,2026-09-07 04:48:23.153465,Walmart,request,Chennai,Android,0,4,21,4,1,1,0,4165.22631147541,122,-3550.73631147541,1,0.1,4165.22631147541,122.0,11.262295081967212,3550.73631147541,7.262295081967212
24,user_35,89143.54,2026-08-03 17:24:26.153465,Amazon,refund,Bangalore,Web,1,17,28,0,0,0,1,15800.978582677166,127,73342.56141732282,0,0.2,15800.978582677166,127.0,11.275590551181102,73342.56141732282,5.724409448818898
25,user_37,18693.33,2026-08-09 23:58:02.153465,Swiggy,refund,Chennai,Web,0,23,30,3,0,1,1,15907.096030534352,131,2786.2339694656494,0,0.2,15907.096030534352,131.0,11.793893129770993,2786.2339694656494,11.206106870229007
26,user_31,2450.31,2026-08-26 17:34:39.153465,Zomato,refund,Bangalore,Android,0,17,24,5,0,0,0,4894.98875,96,-2444.67875,0,0.1,4894.98875,96.0,12.09375,2444.6787500000005,4.90625
27,user_17,2069.95,2026-08-01 07:03:04.153465,Swiggy,send,Pune,iOS,0,7,8,3,2,4,2,4173.412348484848,132,-2103.462348484848,0,0.5,4173.412348484848,132.0,11.37121212121212,2103.462348484848,4.371212121212119
28,user_23,13642.61,2026-09-13 00:17:27.153465,Flipkart,request,Pune,iOS,0,0,15,1,1,4,2,21876.48723880597,134,-8233.87723880597,1,0.5,21876.48723880597,134.0,11.619402985074627,8233.87723880597,11.619402985074627
29,user_13,8062.73,2026-08-10 08:56:31.153465,Flipkart,request,Pune,iOS,0,8,4,1,1,4,2,16363.8575,124,-8301.1275,0,0.5,16363.8575,124.0,11.25,8301.1275,3.25
30,user_35,5850.61,2026-07-22 12:02:49.153465,Zomato,refund,Mumbai,Android,0,12,28,5,0,3,0,15800.978582677166,127,-9950.368582677163,0,0.1,15800.978582677166,127.0,11.275590551181102,9950.368582677165,0.7244094488188981
31,user_26,3604.19,2026-08-13 23:01:41.153465,Swiggy,refund,Chennai,Web,0,23,18,3,0,1,1,4396.555663716814,113,-792.3656637168137,0,0.2,4396.555663716814,113.0,10.734513274336283,792.3656637168137,11.734513274336283
32,user_23,10157.26,2026-08-25 16:31:40.153465,Amazon,send,Pune,Web,0,16,15,0,2,4,1,21876.48723880597,134,-11719.22723880597,0,0.2,21876.48723880597,134.0,11.619402985074627,11719.22723880597,4.380597014925373
33,user_19,967.28,2026-09-02 01:35:04.153465,Paytm,request,Pune,Web,0,1,10,2,1,4,1,3644.202786885246,122,-2676.922786885246,1,0.2,3644.202786885246,122.0,11.295081967213116,2676.922786885246,10.295081967213116
34,user_18,932.45,2026-09-07 06:49:25.153465,Zomato,send,Delhi,Web,0,6,9,5,2,2,1,4267.170924369748,119,-3334.720924369748,1,0.2,4267.170924369748,119.0,11.268907563025213,3334.720924369748,5.268907563025213
35,user_16,4504.84,2026-09-08 14:16:29.153465,Paytm,request,Delhi,Web,1,14,7,2,1,2,1,3660.321525423729,118,844.5184745762713,0,0.2,3660.321525423729,118.0,11.635593220338984,844.5184745762713,2.3644067796610155
36,user_20,9361.69,2026-08-14 16:24:38.153465,Amazon,send,Chennai,Android,0,16,12,0,2,1,0,19935.082280701758,114,-10573.392280701752,0,0.1,19935.082280701758,114.0,11.929824561403509,10573.392280701757,4.0701754385964914
37,user_3,33194.88,2026-09-06 16:56:32.153465,Flipkart,send,Pune,Android,0,16,22,1,2,4,0,51628.90211538462,104,-18434.02211538462,0,0.1,51628.90211538462,104.0,11.057692307692308,18434.02211538462,4.942307692307692
38,user_1,1294.08,2026-08-21 14:16:31.153465,Flipkart,send,Pune,iOS,0,14,0,1,2,4,2,4037.268869565217,115,-2743.1888695652174,0,0.5,4037.268869565217,115.0,11.57391304347826,2743.188869565217,2.42608695652174
39,user_2,107327.66,2026-07-23 17:33:29.153465,Amazon,request,Pune,Android,1,17,11,0,1,4,0,47401.46406779661,118,59926.195932203394,0,0.1,47401.46406779661,118.0,12.296610169491526,59926.195932203394,4.703389830508474
40,user_27,8420.25,2026-09-18 04:28:12.153465,Flipkart,send,Pune,iOS,0,4,19,1,2,4,2,18537.69881355932,118,-10117.44881355932,1,0.5,18537.69881355932,118.0,11.35593220338983,10117.44881355932,7.3559322033898304
41,user_9,11078.35,2026-07-27 22:52:21.153465,Amazon,request,Delhi,iOS,0,22,49,0,1,2,2,4747.313999999999,110,6331.036000000001,0,0.5,4747.313999999999,110.0,11.372727272727271,6331.036000000001,10.627272727272729
42,user_39,1548.39,2026-08-26 10:27:41.153465,Zomato,refund,Delhi,iOS,0,10,32,5,0,2,2,4488.573909090909,110,-2940.183909090909,0,0.5,4488.573909090909,110.0,11.1,2940.183909090909,1.0999999999999996
43,user_17,3198.01,2026-09-14 11:48:01.153465,Paytm,refund,Mumbai,Web,1,11,8,2,0,3,1,4173.412348484848,132,-975.4023484848476,0,0.2,4173.412348484848,132.0,11.37121212121212,975.4023484848476,0.37121212121211933
44,user_43,5173.02,2026-09-16 11:02:55.153465,Amazon,refund,Chennai,iOS,0,11,37,0,0,1,2,15429.552764227645,123,-10256.532764227642,0,0.5,15429.552764227645,123.0,12.235772357723578,10256.532764227644,1.2357723577235777
45,user_49,13050.34,2026-08-02 08:29:57.153465,Walmart,refund,Pune,iOS,1,8,43,4,0,4,2,19333.43277227723,101,-6283.0927722772285,0,0.5,19333.43277227723,101.0,10.574257425742577,6283.0927722772285,2.5742574257425765
46,user_22,19222.5,2026-09-07 13:22:08.153465,Walmart,refund,Pune,Web,0,13,14,4,0,4,1,18343.150086206897,116,879.349913793103,0,0.2,18343.150086206897,116.0,11.982758620689657,879.349913793103,1.0172413793103434
47,user_21,10372.18,2026-09-14 18:18:49.153465,Walmart,refund,Pune,Web,1,18,13,4,0,4,1,4244.438115942029,138,6127.741884057971,0,0.2,4244.438115942029,138.0,11.717391304347826,6127.741884057971,6.282608695652174
48,user_37,15391.23,2026-08-30 21:25:06.153465,Walmart,send,Bangalore,Android,0,21,30,4,2,0,0,15907.096030534352,131,-515.8660305343528,0,0.1,15907.096030534352,131.0,11.793893129770993,515.8660305343528,9.206106870229007
49,user_23,110560.58,2026-08-12 20:34:56.153465,Flipkart,send,Mumbai,iOS,1,20,15,1,2,3,2,21876.48723880597,134,88684.09276119403,0,0.5,21876.48723880597,134.0,11.619402985074627,88684.09276119403,8.380597014925373
50,user_8,4503.28,2026-08-09 03:06:31.153465,Flipkart,request,Chennai,Android,0,3,48,1,1,1,0,4162.542654867257,113,340.73734513274303,1,0.1,4162.542654867257,113.0,11.08849557522124,340.73734513274303,8.08849557522124
51,user_22,12116.06,2026-08-13 12:59:16.153465,Flipkart,request,Pune,Android,0,12,14,1,1,4,0,18343.150086206897,116,-6227.0900862068975,0,0.1,18343.150086206897,116.0,11.982758620689657,6227.0900862068975,0.01724137931034342
52,user_36,9059.0,2026-08-29 10:59:24.153465,Swiggy,send,Delhi,iOS,1,10,29,3,2,2,2,4483.898691588785,107,4575.101308411215,0,0.5,4483.898691588785,107.0,12.121495327102805,4575.101308411215,2.1214953271028048
53,user_47,204.63,2026-08-19 16:25:57.153465,Flipkart,send,Chennai,iOS,0,16,41,1,2,1,2,3883.282635658915,129,-3678.6526356589143,0,0.5,3883.282635658915,129.0,11.062015503875967,3678.6526356589147,4.937984496124033
54,user_13,8727.1,2026-07-29 17:29:06.153465,Walmart,refund,Mumbai,iOS,0,17,4,4,0,3,2,16363.8575,124,-7636.7575,0,0.5,16363.8575,124.0,11.25,7636.7575,5.75
55,user_5,13671.0,2026-08-27 19:52:34.153465,Flipkart,refund,Mumbai,Web,0,19,44,1,0,3,1,21765.65124031008,129,-8094.651240310079,0,0.2,21765.65124031008,129.0,11.186046511627907,8094.651240310079,7.813953488372093
56,user_48,12387.69,2026-07-30 19:37:09.153465,Amazon,refund,Mumbai,Android,1,19,42,0,0,3,0,4029.46368852459,122,8358.22631147541,0,0.1,4029.46368852459,122.0,10.811475409836063,8358.22631147541,8.188524590163937
57,user_17,3303.98,2026-08-08 09:33:36.153465,Flipkart,send,Delhi,Web,0,9,8,1,2,2,1,4173.412348484848,132,-869.4323484848478,0,0.2,4173.412348484848,132.0,11.37121212121212,869.4323484848478,2.3712121212121193
58,user_46,2218.12,2026-09-05 06:11:21.153465,Paytm,refund,Pune,Web,0,6,40,2,0,4,1,4824.613684210526,133,-2606.493684210526,1,0.2,4824.613684210526,133.0,11.045112781954888,2606.493684210526,5.045112781954888
59,user_38,18002.08,2026-08-08 17:43:27.153465,Flipkart,send,Mumbai,Web,0,17,31,1,2,3,1,17814.76077586207,116,187.3192241379329,0,0.2,17814.76077586207,116.0,11.14655172413793,187.3192241379329,5.853448275862069
60,user_49,13921.48,2026-09-05 17:43:17.153465,Walmart,request,Chennai,iOS,0,17,43,4,1,1,2,19333.43277227723,101,-5411.952772277229,0,0.5,19333.43277227723,101.0,10.574257425742577,5411.952772277229,6.4257425742574235
61,user_36,2235.5,2026-09-16 19:25:07.153465,Paytm,request,Mumbai,Android,0,19,29,2,1,3,0,4483.898691588785,107,-2248.3986915887854,0,0.1,4483.898691588785,107.0,12.121495327102805,2248.3986915887854,6.878504672897195
62,user_33,2645.46,2026-08-07 15:05:22.153465,Walmart,request,Delhi,Android,0,15,26,4,1,2,0,3974.536484375,128,-1329.0764843749998,0,0.1,3974.536484375,128.0,12.5390625,1329.0764843749998,2.4609375
63,user_36,4483.0,2026-08-20 02:50:37.153465,Walmart,request,Pune,Web,1,2,29,4,1,4,1,4483.898691588785,107,-0.8986915887853684,1,0.2,4483.898691588785,107.0,12.121495327102805,0.8986915887853684,10.121495327102805
64,user_23,11326.08,2026-07-25 13:37:04.153465,Amazon,request,Delhi,Android,0,13,15,0,1,2,0,21876.48723880597,134,-10550.40723880597,0,0.1,21876.48723880597,134.0,11.619402985074627,10550.40723880597,1.3805970149253728
65,user_39,4356.59,2026-08-27 17:49:05.153465,Flipkart,send,Delhi,Android,0,17,32,1,2,2,0,4488.573909090909,110,-131.98390909090904,0,0.1,4488.573909090909,110.0,11.1,131.98390909090904,5.9
66,user_43,13789.94,2026-07-23 02:07:13.153465,Zomato,refund,Pune,Web,0,2,37,5,0,4,1,15429.552764227645,123,-1639.6127642276424,1,0.2,15429.552764227645,123.0,12.235772357723578,1639.6127642276442,10.235772357723578
67,user_35,13277.28,2026-08-13 17:40:51.153465,Paytm,request,Chennai,Android,0,17,28,2,1,1,0,15800.978582677166,127,-2523.698582677165,0,0.1,15800.978582677166,127.0,11.275590551181102,2523.698582677165,5.724409448818898
68,user_21,3850.05,2026-08-24 20:21:37.153465,Paytm,send,Delhi,iOS,0,20,13,2,2,2,2,4244.438115942029,138,-394.3881159420289,0,0.5,4244.438115942029,138.0,11.717391304347826,394.3881159420289,8.282608695652174
69,user_23,18211.98,2026-08-04 19:08:41.153465,Flipkart,send,Chennai,Web,0,19,15,1,2,1,1,21876.48723880597,134,-3664.5072388059702,0,0.2,21876.48723880597,134.0,11.619402985074627,3664.5072388059707,7.380597014925373
70,user_31,629.35,2026-08-19 01:18:18.153465,Swiggy,request,Chennai,Android,0,1,24,3,1,1,0,4894.98875,96,-4265.638749999999,1,0.1,4894.98875,96.0,12.09375,4265.63875,11.09375
71,user_46,3366.12,2026-08-06 13:21:17.153465,Amazon,request,Delhi,Web,0,13,40,0,1,2,1,4824.613684210526,133,-1458.4936842105262,0,0.2,4824.613684210526,133.0,11.045112781954888,1458.4936842105262,1.954887218045112
72,user_7,42150.32,2026-09-02 23:51:57.153465,Walmart,request,Mumbai,iOS,0,23,47,4,1,3,2,60187.18528,125,-18036.86528,0,0.5,60187.18528,125.0,11.512,18036.865279999998,11.488
73,user_44,11127.66,2026-07-28 04:28:57.153465,Flipkart,send,Chennai,iOS,0,4,38,1,2,1,2,17327.384636363637,110,-6199.724636363637,1,0.5,17327.384636363637,110.0,11.736363636363636,6199.724636363637,7.736363636363636
74,user_5,5216.57,2026-09-08 15:45:10.153465,Swiggy,send,Bangalore,iOS,0,15,44,3,2,0,2,21765.65124031008,129,-16549.08124031008,0,0.5,21765.65124031008,129.0,11.186046511627907,16549.08124031008,3.8139534883720927
75,user_2,35774.73,2026-09-14 13:40:33.153465,Paytm,refund,Bangalore,Android,0,13,11,2,0,0,0,47401.46406779661,118,-11626.734067796606,0,0.1,47401.46406779661,118.0,12.296610169491526,11626.734067796606,0.703389830508474
76,user_11,1022.1,2026-08-14 23:28:39.153465,Amazon,send,Chennai,Android,0,23,2,0,2,1,0,3819.240342465753,146,-2797.1403424657533,0,0.1,3819.240342465753,146.0,10.863013698630136,2797.1403424657533,11.863013698630136
77,user_50,1665.14,2026-07-25 10:37:35.153465,Flipkart,request,Pune,Android,0,10,45,1,1,4,0,4276.488269230769,104,-2611.348269230769,0,0.1,4276.488269230769,104.0,10.875,2611.348269230769,0.875
78,user_22,16305.88,2026-07-27 23:30:36.153465,Walmart,request,Delhi,Web,1,23,14,4,1,2,1,18343.150086206897,116,-2037.2700862068975,0,0.2,18343.150086206897,116.0,11.982758620689657,2037.2700862068978,11.017241379310343
79,user_45,9350.92,2026-08-21 14:46:03.153465,Amazon,refund,Bangalore,Web,1,14,39,0,0,0,1,3748.3989344262295,122,5602.52106557377,0,0.2,3748.3989344262295,122.0,12.327868852459016,5602.52106557377,1.6721311475409841
80,user_13,16707.41,2026-08-15 18:46:29.153465,Paytm,refund,Pune,Android,0,18,4,2,0,4,0,16363.8575,124,343.5524999999998,0,0.1,16363.8575,124.0,11.25,343.5524999999998,6.75
81,user_30,5232.69,2026-09-06 12:08:43.153465,Paytm,refund,Chennai,Android,0,12,23,2,0,1,0,20780.866470588237,119,-15548.176470588234,0,0.1,20780.866470588237,119.0,11.92436974789916,15548.176470588238,0.07563025210084007
82,user_3,31822.19,2026-09-10 00:37:13.153465,Paytm,send,Bangalore,Android,0,0,22,2,2,0,0,51628.90211538462,104,-19806.71211538462,1,0.1,51628.90211538462,104.0,11.057692307692308,19806.71211538462,11.057692307692308
83,user_23,6832.61,2026-08-31 12:21:47.153465,Amazon,refund,Chennai,Android,0,12,15,0,0,1,0,21876.48723880597,134,-15043.87723880597,0,0.1,21876.48723880597,134.0,11.619402985074627,15043.87723880597,0.3805970149253728
84,user_5,42776.78,2026-09-14 09:27:04.153465,Swiggy,refund,Chennai,Web,0,9,44,3,0,1,1,21765.65124031008,129,21011.12875968992,0,0.2,21765.65124031008,129.0,11.186046511627907,21011.12875968992,2.1860465116279073
85,user_38,10550.03,2026-08-24 01:42:50.153465,Swiggy,refund,Pune,Android,0,1,31,3,0,4,0,17814.76077586207,116,-7264.730775862068,1,0.1,17814.76077586207,116.0,11.14655172413793,7264.730775862068,10.14655172413793
86,user_30,12505.8,2026-08-11 13:37:32.153465,Paytm,request,Mumbai,Android,0,13,23,2,1,3,0,20780.866470588237,119,-8275.066470588234,0,0.1,20780.866470588237,119.0,11.92436974789916,8275.066470588237,1.07563025210084
87,user_30,6839.28,2026-09-05 15:48:07.153465,Amazon,send,Delhi,iOS,0,15,23,0,2,2,2,20780.866470588237,119,-13941.586470588234,0,0.5,20780.866470588237,119.0,11.92436974789916,13941.586470588238,3.07563025210084
88,user_13,9724.83,2026-07-23 16:53:06.153465,Swiggy,request,Mumbai,Android,0,16,4,3,1,3,0,16363.8575,124,-6639.0275,0,0.1,16363.8575,124.0,11.25,6639.0275,4.75
89,user_33,13369.87,2026-08-08 23:30:11.153465,Zomato,send,Delhi,Android,1,23,26,5,2,2,0,3974.536484375,128,9395.333515625,0,0.1,3974.536484375,128.0,12.5390625,9395.333515625001,10.4609375
90,user_13,130021.87,2026-07-27 02:34:54.153465,Swiggy,refund,Chennai,Web,1,2,4,3,0,1,1,16363.8575,124,113658.0125,1,0.2,16363.8575,124.0,11.25,113658.0125,9.25
91,user_22,5874.35,2026-09-14 16:56:17.153465,Zomato,send,Bangalore,Web,0,16,14,5,2,0,1,18343.150086206897,116,-12468.800086206897,0,0.2,18343.150086206897,116.0,11.982758620689657,12468.800086206897,4.017241379310343
92,user_4,2739.42,2026-07-23 15:58:23.153465,Flipkart,refund,Pune,iOS,0,15,33,1,0,4,2,4960.130344827586,116,-2220.7103448275857,0,0.5,4960.130344827586,116.0,12.836206896551724,2220.7103448275857,2.163793103448276
93,user_22,19580.74,2026-09-05 09:41:26.153465,Swiggy,send,Mumbai,Android,0,9,14,3,2,3,0,18343.150086206897,116,1237.5899137931046,0,0.1,18343.150086206897,116.0,11.982758620689657,1237.5899137931046,2.9827586206896566
94,user_17,8899.58,2026-08-14 18:49:23.153465,Flipkart,send,Delhi,Android,1,18,8,1,2,2,0,4173.412348484848,132,4726.167651515152,0,0.1,4173.412348484848,132.0,11.37121212121212,4726.167651515152,6.628787878787881
95,user_49,8841.23,2026-07-26 05:09:28.153465,Zomato,refund,Bangalore,Web,0,5,43,5,0,0,1,19333.43277227723,101,-10492.202772277227,1,0.2,19333.43277227723,101.0,10.574257425742577,10492.202772277229,5.5742574257425765
96,user_22,85918.82,2026-08-08 00:50:18.153465,Amazon,refund,Delhi,Web,1,0,14,0,0,2,1,18343.150086206897,116,67575.66991379311,1,0.2,18343.150086206897,116.0,11.982758620689657,67575.66991379311,11.982758620689657
97,user_25,2475.32,2026-08-02 00:42:53.153465,Flipkart,request,Chennai,iOS,0,0,17,1,1,1,2,3615.32544,125,-1140.00544,1,0.5,3615.32544,125.0,11.728,1140.00544,11.728
98,user_28,10207.98,2026-09-10 11:47:09.153465,Swiggy,refund,Mumbai,Android,0,11,20,3,0,3,0,4678.404529914529,117,5529.57547008547,0,0.1,4678.404529914529,117.0,12.145299145299145,5529.57547008547,1.1452991452991448
99,user_17,1741.36,2026-08-23 07:33:57.153465,Paytm,refund,Mumbai,Web,1,7,8,2,0,3,1,4173.412348484848,132,-2432.052348484848,0,0.2,4173.412348484848,132.0,11.37121212121212,2432.052348484848,4.371212121212119
100,user_2,30723.55,2026-09-16 06:14:08.153465,Swiggy,refund,Mumbai,Web,1,6,11,3,0,3,1,47401.46406779661,118,-16677.91406779661,1,0.2,47401.46406779661,118.0,12.296610169491526,16677.91406779661,6.296610169491526
101,user_23,6396.08,2026-08-16 22:28:15.153465,Walmart,send,Chennai,Android,0,22,15,4,2,1,0,21876.48723880597,134,-15480.40723880597,0,0.1,21876.48723880597,134.0,11.619402985074627,15480.40723880597,10.380597014925373
102,user_14,18472.49,2026-08-17 20:06:58.153465,Swiggy,send,Bangalore,iOS,0,20,5,3,2,0,2,18284.780597014927,134,187.7094029850741,0,0.5,18284.780597014927,134.0,11.798507462686567,187.70940298507412,8.201492537313433
103,user_42,1704.63,2026-08-30 12:48:29.153465,Walmart,refund,Delhi,Android,0,12,36,4,0,2,0,4749.498305084746,118,-3044.8683050847458,0,0.1,4749.498305084746,118.0,10.97457627118644,3044.8683050847458,1.0254237288135606
104,user_50,4752.91,2026-07-26 02:00:06.153465,Walmart,refund,Pune,Android,0,2,45,4,0,4,0,4276.488269230769,104,476.4217307692306,1,0.1,4276.488269230769,104.0,10.875,476.42173076923063,8.875
105,user_9,952.28,2026-07-23 05:15:17.153465,Swiggy,send,Chennai,Android,0,5,49,3,2,1,0,4747.313999999999,110,-3795.034,1,0.1,4747.313999999999,110.0,11.372727272727271,3795.0339999999997,6.372727272727271
106,user_35,10299.32,2026-08-26 08:51:35.153465,Paytm,request,Mumbai,Android,0,8,28,2,1,3,0,15800.978582677166,127,-5501.658582677166,0,0.1,15800.978582677166,127.0,11.275590551181102,5501.658582677166,3.275590551181102
107,user_16,1703.17,2026-08-27 04:58:19.153465,Swiggy,refund,Bangalore,iOS,1,4,7,3,0,0,2,3660.321525423729,118,-1957.1515254237288,1,0.5,3660.321525423729,118.0,11.635593220338984,1957.1515254237288,7.6355932203389845
108,user_41,3332.19,2026-08-09 05:14:06.153465,Zomato,request,Delhi,Android,0,5,35,5,1,2,0,4057.624609375,128,-725.434609375,1,0.1,4057.624609375,128.0,11.828125,725.434609375,6.828125
109,user_21,3175.23,2026-08-03 14:36:52.153465,Walmart,request,Mumbai,Web,0,14,13,4,1,3,1,4244.438115942029,138,-1069.208115942029,0,0.2,4244.438115942029,138.0,11.717391304347826,1069.208115942029,2.282608695652174
110,user_6,13459.93,2026-07-25 05:43:14.153465,Walmart,send,Pune,Web,1,5,46,4,2,4,1,3699.0514728682174,129,9760.878527131785,1,0.2,3699.0514728682174,129.0,11.55813953488372,9760.878527131783,6.55813953488372
111,user_5,5289.01,2026-07-27 05:17:47.153465,Zomato,request,Mumbai,Web,0,5,44,5,1,3,1,21765.65124031008,129,-16476.641240310077,1,0.2,21765.65124031008,129.0,11.186046511627907,16476.641240310077,6.186046511627907
112,user_49,8821.22,2026-09-19 03:01:46.153465,Walmart,send,Mumbai,Web,0,3,43,4,2,3,1,19333.43277227723,101,-10512.21277227723,1,0.2,19333.43277227723,101.0,10.574257425742577,10512.21277227723,7.5742574257425765
113,user_30,15879.09,2026-09-12 00:02:46.153465,Zomato,send,Bangalore,Web,1,0,23,5,2,0,1,20780.866470588237,119,-4901.776470588233,1,0.2,20780.866470588237,119.0,11.92436974789916,4901.776470588236,11.92436974789916
114,user_34,2633.14,2026-08-27 19:31:49.153465,Swiggy,request,Delhi,Web,0,19,27,3,1,2,1,4524.1720000000005,120,-1891.0320000000008,0,0.2,4524.1720000000005,120.0,12.133333333333333,1891.0320000000006,6.866666666666667
115,user_12,41796.75,2026-08-29 00:14:44.153465,Flipkart,send,Bangalore,Android,0,0,3,1,2,0,0,52530.11026548673,113,-10733.360265486728,1,0.1,52530.11026548673,113.0,11.49557522123894,10733.360265486728,11.49557522123894
116,user_40,18308.29,2026-09-17 02:49:48.153465,Zomato,refund,Delhi,iOS,0,2,34,5,0,2,2,18950.45356435644,101,-642.1635643564368,1,0.5,18950.45356435644,101.0,11.13861386138614,642.1635643564405,9.13861386138614
117,user_24,10540.43,2026-08-30 02:10:09.153465,Walmart,refund,Mumbai,iOS,0,2,16,4,0,3,2,20664.321171875,128,-10123.891171875,1,0.5,20664.321171875,128.0,12.0234375,10123.891171874999,10.0234375
