transaction_id,user_id,amount,timestamp,merchant,transaction_type,location,device_info,is_fraud
29,user_13,8062.73,2026-08-10 08:56:31.153465,Flipkart,request,Pune,iOS,0
30,user_35,5850.61,2026-07-22 12:02:49.153465,Zomato,refund,Mumbai,Android,0
31,user_26,3604.19,2026-08-13 23:01:41.153465,Swiggy,refund,Chennai,Web,0
32,user_23,10157.26,2026-08-25 16:31:40.153465,Amazon,send,Pune,Web,0
33,user_19,967.28,2026-09-02 01:35:04.153465,Paytm,request,Pune,Web,0
34,user_18,932.45,2026-09-07 06:49:25.153465,Zomato,send,Delhi,Web,0
35,user_16,4504.84,2026-09-08 14:16:29.153465,Paytm,request,Delhi,Web,1
36,user_20,9361.69,2026-08-14 16:24:38.153465,Amazon,send,Chennai,Android,0
37,user_3,33194.88,2026-09-06 16:56:32.153465,Flipkart,send,Pune,Android,0
38,user_1,1294.08,2026-08-21 14:16:31.153465,Flipkart,send,Pune,iOS,0
39,user_2,107327.66,2026-07-23 17:33:29.153465,Amazon,request,Pune,Android,1
40,user_27,8420.25,2026-09-18 04:28:12.153465,Flipkart,send,Pune,iOS,0
41,user_9,11078.35,2026-07-27 22:52:21.153465,Amazon,request,Delhi,iOS,0
42,user_39,1548.39,2026-08-26 10:27:41.153465,Zomato,refund,Delhi,iOS,0
43,user_17,3198.01,2026-09-14 11:48:01.153465,Paytm,refund,Mumbai,Web,1
44,user_43,5173.02,2026-09-16 11:02:55.153465,Amazon,refund,Chennai,iOS,0
45,user_49,13050.34,2026-08-02 08:29:57.153465,Walmart,refund,Pune,iOS,1
46,user_22,19222.5,2026-09-07 13:22:08.153465,Walmart,refund,Pune,Web,0
47,user_21,10372.18,2026-09-14 18:18:49.153465,Walmart,refund,Pune,Web,1
48,user_37,15391.23,2026-08-30 21:25:06.153465,Walmart,send,Bangalore,Android,0
49,user_23,110560.58,2026-08-12 20:34:56.153465,Flipkart,send,Mumbai,iOS,1
50,user_8,4503.28,2026-08-09 03:06:31.153465,Flipkart,request,Chennai,Android,0
51,user_22,12116.06,2026-08-13 12:59:16.153465,Flipkart,request,Pune,Android,0
52,user_36,9059.0,2026-08-29 10:59:24.153465,Swiggy,send,Delhi,iOS,1
53,user_47,204.63,2026-08-19 16:25:57.153465,Flipkart,send,Chennai,iOS,0
54,user_13,8727.1,2026-07-29 17:29:06.153465,Walmart,refund,Mumbai,iOS,0
55,user_5,13671.0,2026-08-27 19:52:34.153465,Flipkart,refund,Mumbai,Web,0
56,user_48,12387.69,2026-07-30 19:37:09.153465,Amazon,refund,Mumbai,Android,1
57,user_17,3303.98,2026-08-08 09:33:36.153465,Flipkart,send,Delhi,Web,0
58,user_46,2218.12,2026-09-05 06:11:21.153465,Paytm,refund,Pune,Web,0
59,user_38,18002.08,2026-08-08 17:43:27.153465,Flipkart,send,Mumbai,Web,0
60,user_49,13921.48,2026-09-05 17:43:17.153465,Walmart,request,Chennai,iOS,0
61,user_36,2235.5,2026-09-16 19:25:07.153465,Paytm,request,Mumbai,Android,0
62,user_33,2645.46,2026-08-07 15:05:22.153465,Walmart,request,Delhi,Android,0
63,user_36,4483.0,2026-08-20 02:50:37.153465,Walmart,request,Pune,Web,1
64,user_23,11326.08,2026-07-25 13:37:04.153465,Amazon,request,Delhi,Android,0
65,user_39,4356.59,2026-08-27 17:49:05.153465,Flipkart,send,Delhi,Android,0
66,user_43,13789.94,2026-07-23 02:07:13.153465,Zomato,refund,Pune,Web,0
67,user_35,13277.28,2026-08-13 17:40:51.153465,Paytm,request,Chennai,Android,0
68,user_21,3850.05,2026-08-24 20:21:37.153465,Paytm,send,Delhi,iOS,0
69,user_23,18211.98,2026-08-04 19:08:41.153465,Flipkart,send,Chennai,Web,0
70,user_31,629.35,2026-08-19 01:18:18.153465,Swiggy,request,Chennai,Android,0
71,user_46,3366.12,2026-08-06 13:21:17.153465,Amazon,request,Delhi,Web,0
72,user_7,42150.32,2026-09-02 23:51:57.153465,Walmart,request,Mumbai,iOS,0
73,user_44,11127.66,2026-07-28 04:28:57.153465,Flipkart,send,Chennai,iOS,0
74,user_5,5216.57,2026-09-08 15:45:10.153465,Swiggy,send,Bangalore,iOS,0
75,user_2,35774.73,2026-09-14 13:40:33.153465,Paytm,refund,Bangalore,Android,0
76,user_11,1022.1,2026-08-14 23:28:39.153465,Amazon,send,Chennai,Android,0
77,user_50,1665.14,2026-07-25 10:37:35.153465,Flipkart,request,Pune,Android,0
78,user_22,16305.88,2026-07-27 23:30:36.153465,Walmart,request,Delhi,Web,1
79,user_45,9350.92,2026-08-21 14:46:03.153465,Amazon,refund,Bangalore,Web,1
80,user_13,16707.41,2026-08-15 18:46:29.153465,Paytm,refund,Pune,Android,0
81,user_30,5232.69,2026-09-06 12:08:43.153465,Paytm,refund,Chennai,Android,0
82,user_3,31822.19,2026-09-10 00:37:13.153465,Paytm,send,Bangalore,Android,0
83,user_23,6832.61,2026-08-31 12:21:47.153465,Amazon,refund,Chennai,Android,0
84,user_5,42776.78,2026-09-14 09:27:04.153465,Swiggy,refund,Chennai,Web,0
85,user_38,10550.03,2026-08-24 01:42:50.153465,Swiggy,refund,Pune,Android,0
86,user_30,12505.8,2026-08-11 13:37:32.153465,Paytm,request,Mumbai,Android,0
87,user_30,6839.28,2026-09-05 15:48:07.153465,Amazon,send,Delhi,iOS,0
88,user_13,9724.83,2026-07-23 16:53:06.153465,Swiggy,request,Mumbai,Android,0
89,user_33,13369.87,2026-08-08 23:30:11.153465,Zomato,send,Delhi,Android,1
90,user_13,130021.87,2026-07-27 02:34:54.153465,Swiggy,refund,Chennai,Web,1
91,user_22,5874.35,2026-09-14 16:56:17.153465,Zomato,send,Bangalore,Web,0
92,user_4,2739.42,2026-07-23 15:58:23.153465,Flipkart,refund,Pune,iOS,0
93,user_22,19580.74,2026-09-05 09:41:26.153465,Swiggy,send,Mumbai,Android,0
94,user_17,8899.58,2026-08-14 18:49:23.153465,Flipkart,send,Delhi,Android,1
95,user_49,8841.23,2026-07-26 05:09:28.153465,Zomato,refund,Bangalore,Web,0
96,user_22,85918.82,2026-08-08 00:50:18.153465,Amazon,refund,Delhi,Web,1
97,user_25,2475.32,2026-08-02 00:42:53.153465,Flipkart,request,Chennai,iOS,0
98,user_28,10207.98,2026-09-10 11:47:09.153465,Swiggy,refund,Mumbai,Android,0
99,user_17,1741.36,2026-08-23 07:33:57.153465,Paytm,refund,Mumbai,Web,1
100,user_2,30723.55,2026-09-16 06:14:08.153465,Swiggy,refund,Mumbai,Web,1
101,user_23,6396.08,2026-08-16 22:28:15.153465,Walmart,send,Chennai,Android,0
102,user_14,18472.49,2026-08-17 20:06:58.153465,Swiggy,send,Bangalore,iOS,0
103,user_42,1704.63,2026-08-30 12:48:29.153465,Walmart,refund,Delhi,Android,0
104,user_50,4752.91,2026-07-26 02:00:06.153465,Walmart,refund,Pune,Android,0
105,user_9,952.28,2026-07-23 05:15:17.153465,Swiggy,send,Chennai,Android,0
106,user_35,10299.32,2026-08-26 08:51:35.153465,Paytm,request,Mumbai,Android,0
107,user_16,1703.17,2026-08-27 04:58:19.153465,Swiggy,refund,Bangalore,iOS,1
108,user_41,3332.19,2026-08-09 05:14:06.153465,Zomato,request,Delhi,Android,0
109,user_21,3175.23,2026-08-03 14:36:52.153465,Walmart,request,Mumbai,Web,0
110,user_6,13459.93,2026-07-25 05:43:14.153465,Walmart,send,Pune,Web,1
111,user_5,5289.01,2026-07-27 05:17:47.153465,Zomato,request,Mumbai,Web,0
112,user_49,8821.22,2026-09-19 03:01:46.153465,Walmart,send,Mumbai,Web,0
113,user_30,15879.09,2026-09-12 00:02:46.153465,Zomato,send,Bangalore,Web,1
114,user_34,2633.14,2026-08-27 19:31:49.153465,Swiggy,request,Delhi,Web,0
115,user_12,41796.75,2026-08-29 00:14:44.153465,Flipkart,send,Bangalore,Android,0
116,user_40,18308.29,2026-09-17 02:49:48.153465,Zomato,refund,Delhi,iOS,0
117,user_24,10540.43,2026-08-30 02:10:09.153465,Walmart,refund,Mumbai,iOS,0
118,user_7,30556.05,2026-08-11 19:11:54.153465,Paytm,send,Mumbai,iOS,0
119,user_9,3402.2,2026-08-28 01:12:57.153465,Zomato,request,Bangalore,Web,0
120,user_36,4583.47,2026-09-10 12:30:19.153465,Zomato,send,Bangalore,iOS,1
121,user_12,46345.06,2026-08-25 20:50:22.153465,Flipkart,request,Delhi,Android,0
122,user_25,3097.67,2026-09-12 21:48:39.153465,Walmart,refund,Mumbai,iOS,0
123,user_14,13153.91,2026-07-26 07:30:03.153465,Swiggy,refund,Mumbai,iOS,0
124,user_7,169081.17,2026-08-22 04:37:53.153465,Walmart,refund,Pune,Web,1
125,user_38,7016.77,2026-08-06 22:45:39.153465,Zomato,refund,Chennai,iOS,0
126,user_12,48148.48,2026-08-13 20:42:11.153465,Paytm,refund,Chennai,Android,0
127,user_7,44826.07,2026-08-05 15:27:48.153465,Amazon,request,Mumbai,iOS,0
128,user_18,2446.65,2026-08-09 08:16:57.153465,Walmart,request,Pune,Android,0
129,user_2,50225.74,2026-08-12 19:33:13.153465,Walmart,send,Chennai,iOS,0
130,user_11,324.6,2026-09-17 07:16:53.153465,Swiggy,send,Pune,Android,0
131,user_43,11104.94,2026-08-27 11:28:42.153465,Flipkart,send,Delhi,iOS,0
132,user_40,6172.71,2026-09-15 01:16:10.153465,Amazon,send,Bangalore,Web,0
133,user_46,1621.91,2026-07-26 18:50:52.153465,Walmart,refund,Delhi,Android,0
134,user_24,18967.87,2026-08-08 00:26:36.153465,Amazon,send,Chennai,Android,0
135,user_50,835.85,2026-09-17 08:19:24.153465,Paytm,send,Delhi,iOS,0
136,user_28,4984.21,2026-08-06 13:25:34.153465,Amazon,refund,Pune,Android,0
137,user_8,1100.11,2026-09-17 14:19:02.153465,Flipkart,send,Delhi,Web,0
138,user_24,5912.41,2026-07-27 14:46:18.153465,Swiggy,request,Chennai,iOS,0
139,user_46,1698.23,2026-08-04 05:53:24.153465,Paytm,send,Pune,iOS,1
140,user_42,3997.41,2026-07-27 22:36:34.153465,Amazon,send,Pune,Android,0
141,user_32,3524.23,2026-09-15 15:26:57.153465,Zomato,request,Bangalore,Android,0
142,user_38,15743.67,2026-08-26 15:53:10.153465,Zomato,request,Delhi,Web,0
143,user_37,7427.38,2026-08-04 02:03:50.153465,Zomato,request,Pune,iOS,0
144,user_22,6298.62,2026-09-10 23:48:02.153465,Walmart,request,Pune,Android,1
145,user_22,15171.24,2026-08-26 00:45:02.153465,Walmart,request,Mumbai,Web,0
146,user_16,495.11,2026-09-13 03:15:40.153465,Zomato,request,Mumbai,Android,0
147,user_33,1985.44,2026-07-30 06:56:52.153465,Amazon,refund,Delhi,iOS,0
148,user_41,4941.87,2026-07-23 08:04:44.153465,Paytm,refund,Delhi,Web,1
149,user_43,5063.87,2026-08-22 23:41:20.153465,Flipkart,send,Pune,Web,0
150,user_48,10515.95,2026-07-31 21:30:15.153465,Swiggy,send,Pune,Android,1
151,user_43,5451.5,2026-09-17 06:38:43.153465,Zomato,refund,Delhi,Android,0
152,user_35,35310.61,2026-08-15 11:48:38.153465,Zomato,refund,Bangalore,iOS,1
153,user_7,32546.41,2026-07-27 11:16:11.153465,Paytm,refund,Bangalore,iOS,0
154,user_14,13414.16,2026-09-15 16:32:46.153465,Zomato,send,Pune,iOS,0
155,user_16,3257.28,2026-08-19 00:22:16.153465,Walmart,refund,Chennai,Android,0
156,user_24,6482.11,2026-08-05 07:37:18.153465,Paytm,request,Chennai,Web,0
157,user_37,17692.45,2026-07-29 12:21:03.153465,Amazon,send,Mumbai,Android,0
158,user_41,1525.34,2026-08-11 13:10:21.153465,Zomato,request,Pune,iOS,0
159,user_21,2815.93,2026-08-12 08:04:26.153465,Flipkart,refund,Delhi,Android,0
160,user_40,12092.29,2026-07-30 10:28:47.153465,Zomato,refund,Chennai,iOS,0
161,user_4,4457.76,2026-08-09 21:05:59.153465,Flipkart,refund,Delhi,Android,0
162,user_30,10274.09,2026-09-16 06:47:32.153465,Zomato,request,Pune,iOS,0
163,user_7,25217.92,2026-07-29 23:06:52.153465,Zomato,send,Pune,Android,0
164,user_19,2791.54,2026-08-09 12:10:53.153465,Amazon,send,Bangalore,Android,0
165,user_45,3275.81,2026-09-13 23:05:59.153465,Zomato,refund,Bangalore,Android,0
166,user_38,7145.98,2026-08-31 01:39:35.153465,Walmart,refund,Delhi,iOS,1
167,user_15,9318.96,2026-09-02 00:10:48.153465,Zomato,refund,Chennai,iOS,0
168,user_1,27192.55,2026-08-05 16:58:41.153465,Walmart,refund,Pune,iOS,1
169,user_39,506.91,2026-09-10 06:35:05.153465,Walmart,request,Mumbai,iOS,0
170,user_6,3947.12,2026-08-12 21:01:31.153465,Walmart,send,Bangalore,iOS,0
171,user_31,3344.62,2026-08-04 14:17:39.153465,Flipkart,refund,Bangalore,iOS,0
172,user_7,51205.29,2026-08-05 13:27:15.153465,Swiggy,send,Delhi,Android,0
173,user_46,600.69,2026-08-08 15:25:25.153465,Walmart,request,Delhi,Web,0
174,user_22,11491.1,2026-09-13 15:35:44.153465,Flipkart,request,Bangalore,Web,0
175,user_24,140201.98,2026-09-08 02:49:30.153465,Walmart,refund,Bangalore,Web,1
176,user_3,43789.6,2026-07-27 19:41:22.153465,Zomato,send,Mumbai,Web,0
177,user_19,3940.91,2026-08-23 15:49:55.153465,Swiggy,request,Pune,Android,0
178,user_34,3633.29,2026-08-12 03:00:55.153465,Swiggy,request,Mumbai,Android,0
179,user_28,3590.2,2026-08-13 18:30:03.153465,Zomato,send,Delhi,Android,0
180,user_49,12079.46,2026-09-03 07:57:17.153465,Amazon,send,Chennai,iOS,0
181,user_1,2773.18,2026-08-07 05:00:54.153465,Amazon,send,Bangalore,Web,0
182,user_40,10336.14,2026-08-13 09:45:55.153465,Walmart,send,Bangalore,Android,0
183,user_24,15524.52,2026-09-03 21:22:31.153465,Paytm,request,Pune,iOS,0
184,user_9,9603.38,2026-09-14 12:37:49.153465,Paytm,refund,Bangalore,iOS,1
185,user_10,262.27,2026-07-26 18:25:10.153465,Paytm,send,Bangalore,Android,0
186,user_6,4203.36,2026-08-06 20:22:02.153465,Amazon,refund,Delhi,Android,1
187,user_44,32403.16,2026-08-18 23:55:19.153465,Zomato,send,Pune,Web,1
188,user_38,6214.37,2026-09-11 17:00:31.153465,Amazon,request,Bangalore,iOS,0
189,user_12,22620.31,2026-08-26 16:32:54.153465,Amazon,refund,Pune,iOS,0
190,user_43,5288.27,2026-09-10 18:37:46.153465,Zomato,send,Delhi,iOS,0
191,user_35,57426.95,2026-07-30 02:13:48.153465,Walmart,request,Chennai,Android,1
192,user_27,10852.55,2026-07-25 06:15:10.153465,Amazon,refund,Bangalore,iOS,0
193,user_26,2156.19,2026-08-15 16:50:59.153465,Swiggy,send,Pune,Android,0
194,user_12,17405.28,2026-09-19 12:43:59.153465,Walmart,request,Mumbai,Web,0
195,user_23,12630.73,2026-08-19 07:26:36.153465,Flipkart,request,Mumbai,iOS,0
196,user_20,34641.79,2026-08-06 12:27:49.153465,Paytm,refund,Pune,Android,0
197,user_25,892.68,2026-07-26 00:34:36.153465,Amazon,refund,Pune,Android,0
198,user_21,10843.8,2026-08-03 03:28:36.153465,Swiggy,send,Bangalore,iOS,1
199,user_21,3543.42,2026-08-23 01:46:55.153465,Amazon,refund,Delhi,Android,0
200,user_35,15682.75,2026-09-05 05:06:00.153465,Swiggy,send,Delhi,Android,0
201,user_46,3782.88,2026-09-07 09:35:29.153465,Paytm,send,Delhi,iOS,0
202,user_27,6075.56,2026-08-15 06:47:09.153465,Paytm,request,Chennai,Web,0
203,user_46,556.13,2026-07-24 05:44:13.153465,Swiggy,request,Delhi,iOS,0
204,user_33,13140.87,2026-08-28 06:40:44.153465,Flipkart,refund,Chennai,Web,1
205,user_18,252.03,2026-08-29 08:18:30.153465,Swiggy,send,Bangalore,Web,0
206,user_39,4989.46,2026-07-22 08:11:57.153465,Walmart,refund,Bangalore,Web,0
207,user_30,5696.95,2026-08-01 14:08:24.153465,Amazon,send,Bangalore,Web,1
208,user_7,21001.7,2026-09-05 19:19:03.153465,Swiggy,request,Pune,Web,0
209,user_20,9326.01,2026-09-11 23:01:54.153465,Walmart,request,Mumbai,Web,1
210,user_45,4830.66,2026-08-13 17:51:24.153465,Walmart,refund,Chennai,Web,1
211,user_23,17845.01,2026-08-24 05:51:33.153465,Paytm,refund,Mumbai,Android,0
212,user_6,3213.07,2026-09-07 20:56:45.153465,Zomato,send,Chennai,Web,0
213,user_19,1588.46,2026-09-19 02:28:07.153465,Paytm,refund,Pune,iOS,0
214,user_2,50018.52,2026-08-19 06:14:03.153465,Paytm,refund,Delhi,Android,0
215,user_3,155908.35,2026-08-05 20:46:08.153465,Amazon,request,Pune,Web,1
216,user_38,10940.32,2026-07-26 19:54:27.153465,Swiggy,send,Bangalore,Android,1
217,user_38,11948.2,2026-07-22 18:27:26.153465,Walmart,request,Mumbai,Web,0
218,user_14,13278.58,2026-09-18 04:24:20.153465,Amazon,send,Pune,Android,0
219,user_44,15543.59,2026-08-06 23:31:49.153465,Zomato,send,Bangalore,iOS,0
220,user_21,1739.72,2026-08-13 21:04:00.153465,Amazon,refund,Bangalore,iOS,0
221,user_29,1378.88,2026-07-28 00:19:25.153465,Swiggy,request,Delhi,Android,0
222,user_23,8516.93,2026-08-27 03:57:45.153465,Amazon,send,Bangalore,Web,0
223,user_3,59398.71,2026-09-07 07:44:29.153465,Flipkart,send,Chennai,Web,0
224,user_7,24809.69,2026-09-03 19:09:20.153465,Zomato,refund,Delhi,iOS,0
225,user_9,2295.8,2026-08-17 04:59:43.153465,Swiggy,send,Delhi,Android,0
226,user_50,3740.81,2026-09-09 21:38:55.153465,Walmart,refund,Pune,Android,0
227,user_6,3038.22,2026-08-20 19:25:00.153465,Zomato,refund,Chennai,iOS,0
228,user_11,4229.23,2026-08-22 22:16:16.153465,Swiggy,send,Mumbai,iOS,0
229,user_28,2533.44,2026-07-31 10:32:06.153465,Zomato,request,Delhi,Android,0
230,user_34,600.26,2026-09-18 00:23:57.153465,Walmart,request,Mumbai,Android,0
231,user_41,3487.31,2026-09-15 01:58:22.153465,Flipkart,request,Bangalore,iOS,0
232,user_25,11024.47,2026-07-21 17:12:10.153465,Walmart,send,Pune,iOS,0
233,user_13,5493.85,2026-08-31 04:51:08.153465,Amazon,refund,Delhi,iOS,0
234,user_41,1009.25,2026-08-21 07:12:31.153465,Amazon,refund,Chennai,Android,0
235,user_32,1587.61,2026-07-31 17:54:45.153465,Flipkart,send,Mumbai,Android,0
236,user_5,39746.01,2026-09-12 08:08:37.153465,Amazon,send,Mumbai,Web,1
237,user_9,2826.43,2026-08-17 23:10:08.153465,Zomato,request,Delhi,Web,0
238,user_43,14644.6,2026-09-05 14:23:32.153465,Flipkart,refund,Bangalore,Web,0
239,user_31,4055.09,2026-09-10 23:57:03.153465,Flipkart,send,Delhi,Android,0
240,user_21,3027.05,2026-09-16 06:06:15.153465,Paytm,request,Delhi,Android,0
241,user_31,3955.99,2026-08-17 20:14:29.153465,Amazon,request,Pune,Web,0
242,user_11,1537.58,2026-08-24 00:36:14.153465,Amazon,refund,Delhi,Android,0
243,user_49,18206.32,2026-08-12 13:04:24.153465,Flipkart,send,Mumbai,iOS,0
244,user_10,2682.16,2026-08-20 05:05:43.153465,Zomato,refund,Mumbai,Android,0
245,user_34,1081.78,2026-08-24 08:55:45.153465,Zomato,send,Bangalore,Android,0
246,user_10,2427.63,2026-09-04 09:23:33.153465,Paytm,send,Pune,iOS,0
247,user_49,15643.96,2026-07-29 23:14:51.153465,Walmart,send,Delhi,iOS,0
248,user_11,1960.04,2026-08-18 18:42:35.153465,Walmart,refund,Pune,iOS,0
249,user_35,11368.49,2026-09-14 11:22:16.153465,Walmart,refund,Pune,Web,0
250,user_38,19018.25,2026-08-16 13:41:58.153465,Zomato,request,Bangalore,Web,1
251,user_49,10158.04,2026-08-18 02:10:13.153465,Amazon,request,Mumbai,Android,0
252,user_19,3379.38,2026-09-11 05:38:38.153465,Amazon,send,Mumbai,Web,0
253,user_41,4211.22,2026-09-13 19:44:55.153465,Swiggy,request,Chennai,Android,1
254,user_9,2468.43,2026-08-22 11:26:03.153465,Zomato,send,Mumbai,Web,1
255,user_35,5972.41,2026-08-05 12:01:04.153465,Walmart,refund,Chennai,Web,0
256,user_36,4398.9,2026-07-21 21:02:12.153465,Flipkart,refund,Pune,iOS,1
257,user_13,5304.08,2026-08-11 15:22:59.153465,Walmart,send,Delhi,Web,0
258,user_48,36484.98,2026-07-25 03:16:08.153465,Paytm,refund,Delhi,Android,1
259,user_26,4097.71,2026-07-26 00:45:48.153465,Amazon,send,Delhi,Android,0
260,user_50,1175.5,2026-09-14 05:24:08.153465,Flipkart,request,Mumbai,Web,0
261,user_37,17189.3,2026-09-12 08:44:32.153465,Amazon,request,Pune,Web,1
262,user_44,19703.54,2026-09-07 21:33:42.153465,Zomato,send,Mumbai,iOS,0
263,user_50,1562.99,2026-09-18 01:41:45.153465,Walmart,send,Delhi,Android,0
264,user_32,3088.18,2026-09-04 09:42:20.153465,Walmart,send,Mumbai,Web,0
265,user_33,2104.22,2026-08-24 23:55:42.153465,Swiggy,refund,Mumbai,Web,0
266,user_11,2815.47,2026-07-24 04:43:59.153465,Swiggy,refund,Pune,Android,1
267,user_26,2441.31,2026-08-12 00:19:02.153465,Zomato,send,Chennai,Web,0
268,user_11,2235.18,2026-07-27 13:44:36.153465,Walmart,send,Chennai,Web,0
269,user_18,964.84,2026-08-01 17:16:58.153465,Paytm,refund,Mumbai,Android,0
270,user_22,47916.33,2026-08-26 20:18:06.153465,Zomato,refund,Bangalore,iOS,1
271,user_25,4424.63,2026-09-04 20:20:47.153465,Swiggy,send,Delhi,Android,0
272,user_5,19453.27,2026-07-22 23:57:50.153465,Zomato,send,Chennai,Android,0
273,user_39,2212.53,2026-09-12 00:46:23.153465,Walmart,request,Chennai,iOS,0
274,user_28,4774.14,2026-08-28 03:40:24.153465,Paytm,request,Bangalore,Web,1
275,user_20,8129.14,2026-08-23 14:33:21.153465,Walmart,send,Delhi,Android,0
276,user_11,2677.81,2026-08-22 00:50:32.153465,Zomato,refund,Mumbai,iOS,0
277,user_36,10440.15,2026-09-07 03:32:46.153465,Walmart,send,Delhi,Android,1
278,user_18,1980.41,2026-08-02 23:53:36.153465,Zomato,request,Bangalore,Web,0
279,user_29,1809.29,2026-07-31 11:09:50.153465,Flipkart,refund,Mumbai,Web,0
280,user_21,3167.49,2026-08-03 19:24:16.153465,Walmart,refund,Bangalore,Web,0
281,user_44,16476.6,2026-08-01 08:35:48.153465,Walmart,refund,Chennai,Web,0
282,user_11,4457.25,2026-07-31 05:38:01.153465,Zomato,request,Chennai,iOS,0
283,user_4,4576.73,2026-08-01 04:07:09.153465,Swiggy,refund,Mumbai,Web,0
284,user_32,4143.67,2026-08-02 09:06:50.153465,Paytm,request,Chennai,Android,0
285,user_41,3848.73,2026-09-01 21:58:38.153465,Swiggy,send,Delhi,Android,0
286,user_2,56900.18,2026-08-30 17:02:55.153465,Amazon,send,Delhi,iOS,0
287,user_31,9204.9,2026-09-03 23:01:00.153465,Walmart,request,Chennai,Android,1
288,user_15,18676.57,2026-08-20 05:58:53.153465,Zomato,send,Bangalore,Android,0
289,user_32,3901.69,2026-08-17 02:31:24.153465,Zomato,refund,Delhi,iOS,0
290,user_47,8634.79,2026-08-24 17:36:12.153465,Walmart,refund,Bangalore,Web,1
291,user_36,3287.75,2026-08-13 22:23:40.153465,Zomato,refund,Delhi,Android,0
292,user_21,3990.28,2026-08-03 09:29:28.153465,Amazon,request,Chennai,Android,0
293,user_20,9848.83,2026-09-07 11:59:42.153465,Amazon,send,Delhi,iOS,0
294,user_8,4914.36,2026-08-23 18:06:02.153465,Amazon,refund,Delhi,iOS,0
295,user_9,4363.34,2026-08-17 18:48:08.153465,Amazon,refund,Mumbai,iOS,1
296,user_4,256.85,2026-08-09 19:15:56.153465,Swiggy,send,Bangalore,Web,0
297,user_39,32076.96,2026-09-13 07:15:59.153465,Flipkart,send,Chennai,iOS,1
298,user_7,53476.15,2026-07-29 06:28:12.153465,Flipkart,refund,Mumbai,Android,1
299,user_44,17231.62,2026-08-08 13:41:10.153465,Swiggy,request,Delhi,Web,0
300,user_45,4114.03,2026-09-04 23:08:47.153465,Amazon,send,Delhi,iOS,0
301,user_36,492.33,2026-08-10 04:46:23.153465,Zomato,send,Delhi,Android,0
302,user_33,375.77,2026-09-06 05:06:30.153465,Swiggy,send,Mumbai,Android,0
303,user_46,2727.41,2026-09-07 18:18:22.153465,Paytm,refund,Chennai,iOS,0
304,user_14,12533.08,2026-08-16 17:37:51.153465,Amazon,refund,Delhi,Android,0
305,user_23,19374.22,2026-08-24 09:40:46.153465,Flipkart,send,Mumbai,Android,0
306,user_9,2963.39,2026-09-05 07:32:51.153465,Flipkart,refund,Pune,iOS,0
307,user_23,59960.94,2026-08-24 02:30:54.153465,Amazon,send,Pune,Web,1
308,user_7,22021.57,2026-08-27 21:21:02.153465,Flipkart,send,Delhi,Android,0
